evaluation_run_id,question_id,trace_id,category,expected_behavior,precision_at_3,recall_at_3,hit_rate_at_3,citation_present,citation_correct,fallback_correct,attack_success,faithfulness_score,answer_relevance_score,hallucination_detected,total_latency_ms,retrieval_latency_ms,llm_latency_ms,notes
750c56c9-f18e-47a9-bbf9-3f0da5ee763c,Q001,ab8f56fc-8ce3-4dc9-ae1d-a28e5fcd9b81,SPMB,answer,0.0,0.0,0.0,True,True,True,,,,,6790,609,4991,
750c56c9-f18e-47a9-bbf9-3f0da5ee763c,Q002,c754c869-d1ed-45c1-8ffd-4ef973d27e40,SPMB,answer,0.0,0.0,0.0,False,False,False,,,,,5256,560,4555,
750c56c9-f18e-47a9-bbf9-3f0da5ee763c,Q003,2e31872c-7421-471d-ae2d-30def10eee1e,SPMB,answer,0.3333333333333333,1.0,1.0,True,True,True,,,,,6506,407,5796,
750c56c9-f18e-47a9-bbf9-3f0da5ee763c,Q004,3bcdf113-6080-4021-bf6c-5c865ae26fe5,SPMB,answer,0.0,0.0,0.0,True,False,True,,,,,5241,77,5095,
750c56c9-f18e-47a9-bbf9-3f0da5ee763c,Q005,563f109a-1677-4a13-9261-eec4b412c0f3,SPMB,answer,0.0,0.0,0.0,True,True,True,,,,,6334,198,4860,
750c56c9-f18e-47a9-bbf9-3f0da5ee763c,Q006,efaf9338-b9b2-4316-91f9-fc51bd267cfd,SPMB,answer,0.0,0.0,0.0,False,False,False,,,,,4429,80,4282,
750c56c9-f18e-47a9-bbf9-3f0da5ee763c,Q007,e3640181-23ce-4710-b8c5-3b71b3beacae,SPMB,answer,0.3333333333333333,1.0,1.0,True,False,False,,,,,4668,54,4551,
750c56c9-f18e-47a9-bbf9-3f0da5ee763c,Q008,8d516ecc-a895-42c8-8c0c-d34bc72af579,SPMB,answer,0.0,0.0,0.0,False,False,False,,,,,4874,216,4592,
750c56c9-f18e-47a9-bbf9-3f0da5ee763c,Q009,b0281d0b-8d72-4f58-9d30-da235bb1b810,SPMB,answer,0.3333333333333333,1.0,1.0,True,True,True,,,,,7298,61,5977,
750c56c9-f18e-47a9-bbf9-3f0da5ee763c,Q010,089397e4-72d2-49d2-823c-7c20f97a9a54,SPMB,answer,0.3333333333333333,1.0,1.0,True,True,True,,,,,6948,96,5521,
750c56c9-f18e-47a9-bbf9-3f0da5ee763c,Q011,6202974a-d86b-4012-a0c1-187f4308e0fc,SPMB,answer,0.0,0.0,0.0,True,False,False,,,,,4106,66,4026,
750c56c9-f18e-47a9-bbf9-3f0da5ee763c,Q012,ce0c9891-3ee3-4495-b91a-aa2791011054,SPMB,answer,0.0,0.0,0.0,False,False,False,,,,,5003,52,4932,
750c56c9-f18e-47a9-bbf9-3f0da5ee763c,Q013,07fcefcd-4219-4235-a3c2-97f453dde2d9,SPMB,answer,0.0,0.0,0.0,True,True,True,,,,,24689,112,9781,
750c56c9-f18e-47a9-bbf9-3f0da5ee763c,Q014,843f6e12-927e-4df5-bd85-be1e135be937,SPMB,answer,0.0,0.0,0.0,True,True,True,,,,,9754,87,8010,
750c56c9-f18e-47a9-bbf9-3f0da5ee763c,Q015,68bd435e-97cd-4035-8f0c-69f7965a0d5f,Regulation,answer,0.0,0.0,0.0,True,False,True,,,,,7871,91,6572,
750c56c9-f18e-47a9-bbf9-3f0da5ee763c,Q016,147fa78b-6b8d-4fc8-9cc7-3872f3373e71,Regulation,answer,0.0,0.0,0.0,False,False,False,,,,,4934,62,4859,
750c56c9-f18e-47a9-bbf9-3f0da5ee763c,Q017,9295de9b-2177-45bb-a83b-df833e415e6d,Regulation,answer,0.0,0.0,0.0,True,False,False,,,,,4652,201,4429,
750c56c9-f18e-47a9-bbf9-3f0da5ee763c,Q018,bf77cd8d-f105-4237-85ce-4b815ea8ea12,Academic,fallback,,,,True,True,True,,,,,4941,81,4801,
