trace_id,final_answer,answer_status,fallback_triggered,fallback_reason,model_used
07d130ea-4aa0-439a-95ea-b6abe4ad179a,"Berdasarkan Pedoman SPMB Mandiri Reguler SMA Poltekkes Kemenkes Yogyakarta TA 2026-2027, berikut adalah syarat tinggi badan untuk program studi Keperawatan dan Kebidanan:

*   **Prodi Keperawatan:** Minimal **155 cm** untuk laki-laki dan **150 cm** untuk perempuan.
*   **Prodi Kebidanan:** Hanya menerima pendaftar perempuan dengan tinggi badan minimal **150 cm**.",answered,f,,google/gemini-2.5-pro
4dc2fb3c-a91d-4bf3-a48f-62adab56f7b6,"Berdasarkan informasi yang tersedia, tidak ada penjelasan spesifik mengenai mekanisme pendaftaran dan biaya untuk **SPMB Jalur Mandiri Reguler SMA**.

Informasi yang ada dalam dokumen hanya mencakup jalur-jalur berikut:
1.  **SPMB Jalur Prestasi:** Ditujukan untuk lulusan SMA/sederajat dengan biaya pendaftaran Rp 50.000,-.
2.  **SPMB Jalur Mandiri Profesi:** Ditujukan untuk lulusan D4/S1 Terapan yang akan melanjutkan ke jenjang profesi (seperti Profesi Bidan dan Profesi Ners), dengan biaya pendaftaran Rp 500.000,-.
3.  **SPMB Jalur Mandiri STR RPL:** Ditujukan untuk lulusan D4/S1 Terapan dengan pengalaman kerja (Rekognisi Pembelajaran Lampau), dengan biaya pendaftaran Rp 500.000,-.

Untuk informasi mengenai Jalur Mandiri Reguler bagi lulusan SMA, mohon merujuk pada pedoman atau pengumuman resmi lain yang spesifik untuk jalur tersebut di situs Poltekkes Kemenkes Yogyakarta.",answered,f,,google/gemini-2.5-pro
aa842c61-54f7-4312-9954-82188e423e4d,"Berdasarkan pedoman SPMB Mandiri Reguler SMA Poltekkes Kemenkes Yogyakarta TA 2026-2027, berikut adalah komponen dan durasi Tes Potensi Skolastik dan Literasi:

**Durasi:**
Total alokasi waktu pengerjaan soal adalah **90 menit**.

**Komponen Tes:**

1.  **Tes Potensi Skolastik (TPS)**, yang mengukur:
    *   Kemampuan Penalaran Umum (meliputi Penalaran Induktif, Deduktif, dan Kuantitatif)
    *   Pengetahuan dan Pemahaman Umum
    *   Kemampuan Memahami Bacaan
    *   Pengetahuan Kuantitatif

2.  **Tes Literasi**, yang mengukur:
    *   Literasi dalam Bahasa Indonesia
    *   Literasi dalam Bahasa Inggris
    *   Penalaran Matematika",answered,f,,google/gemini-2.5-pro
194c84b3-5b66-42fc-adcc-3b24ab2f75ba,"Berdasarkan informasi yang tersedia, berikut adalah dokumen-dokumen yang perlu disiapkan dalam bentuk *softfile* untuk daftar ulang mahasiswa baru:

1.  Mengisi biodata secara online.
2.  *Scan* ijazah/surat keterangan lulus/surat keterangan aktif dari sekolah.
3.  *Scan* asli KTP.
4.  *Scan* asli Kartu Keluarga.
5.  *File* foto berwarna ukuran 4x6 cm dengan latar belakang putih.
6.  *Scan* bukti pembayaran daftar ulang.
7.  *Scan* Kartu JKN (Jaminan Kesehatan Nasional).
8.  *Scan* surat pernyataan.",answered,f,,google/gemini-2.5-pro
27bcf544-7e02-4aae-8020-740e216dc2ad,"Berdasarkan informasi dari pedoman yang tersedia, untuk calon mahasiswa yang mengundurkan diri, **semua biaya yang telah dikeluarkan tidak dapat ditarik kembali**.

Hal ini tercantum dalam poin ""Pengunduran Diri"" dan juga dalam ""Surat Pernyataan"" yang harus dibuat oleh calon mahasiswa.",answered,f,,google/gemini-2.5-pro
cf73151f-ded5-41aa-9e1b-83205c1d4f73,"Berdasarkan informasi pada pedoman SPMB, program studi Sarjana Terapan yang bisa dituju melalui jalur RPL (Rekognisi Pembelajaran Lampau) adalah:

1.  Teknologi Laboratorium Medis
2.  Gizi dan Dietetika
3.  Kebidanan
4.  Terapi Gigi
5.  Sanitasi Lingkungan",answered,f,,google/gemini-2.5-pro
e5a77b61-cd02-46dd-a255-46f9723ec039,"Berdasarkan pedoman yang tersedia, berikut adalah proses penentuan kelulusan Tahap III dan Tahap IV pada SPMB Jalur Mandiri RPL:

*   **Tahap III:** Kelulusan ditentukan berdasarkan **hasil konversi nilai dan assessment** sesuai dengan kriteria penilaian yang telah ditetapkan.
*   **Tahap IV:** Kelulusan ditentukan berdasarkan **hasil tes kesehatan** yang dilakukan oleh tim yang ditunjuk oleh Poltekkes Kemenkes Yogyakarta. Tes ini meliputi pemeriksaan sehat fisik, psikologi, tidak menggunakan narkoba, dan tidak hamil bagi perempuan. Biaya untuk uji kesehatan ini adalah Rp 600.000,-.",answered,f,,google/gemini-2.5-pro
97773f39-fdee-439c-97c6-dae6e4101712,"Berdasarkan informasi yang tersedia, semua biaya daftar ulang yang telah dibayarkan untuk SPMB Jalur Mandiri RPL **tidak dapat diambil kembali dengan alasan apapun** jika calon mahasiswa tersebut mengundurkan diri.",answered,f,,google/gemini-2.5-pro
f3038c93-5a22-42e6-832a-1401ba92198b,"Berdasarkan pedoman yang tersedia, seleksi SPMB Prestasi berdasarkan Prestasi Minat dan Bakat dilaksanakan melalui **tiga tahapan**, yaitu:

1.  **Tahap I:** Seleksi berdasarkan kelengkapan berkas administrasi.
2.  **Tahap II:** Seleksi berdasarkan nilai kumulatif atau prestasi.
3.  **Tahap III:** Seleksi pemeriksaan kesehatan dan wawancara (bagi yang lulus tahap I dan II).",answered,f,,google/gemini-2.5-pro
0e903968-8dcd-40d0-a924-cb9f8297a6a6,"Berdasarkan pedoman SPMB Prestasi T.A. 2026/2027, berikut adalah persyaratan nilai rapor dan tinggi badan untuk jurusan Kebidanan dan Keperawatan:

1.  **Nilai Rapor:** Nilai rapor minimal **70** untuk semua mata pelajaran dari semester I hingga V.
2.  **Tinggi Badan:**
    *   Laki-laki: Minimal **155 cm**.
    *   Perempuan: Minimal **150 cm**.",answered,f,,google/gemini-2.5-pro
8b3ae8af-7f4c-491b-8840-e87197e07481,"Berdasarkan pedoman yang tersedia, jumlah maksimal prestasi terbaik yang dapat dicantumkan dalam portofolio SPMB Prestasi adalah **5 (lima) prestasi terbaik**.",answered,f,,google/gemini-2.5-pro
e2cac928-0e41-4b56-a932-7898281757cf,"Berdasarkan pedoman SPMB Prestasi, sistem penilaian skor untuk prestasi non-akademik (Kategori Minat Bakat) adalah sebagai berikut:

Prestasi non-akademik memiliki **bobot 60%** dari total nilai akhir. Prestasi yang dinilai meliputi bidang bahasa (Inggris/lainnya), olahraga, seni, keagamaan, pramuka, dan paskibraka.

Skala penilaiannya berdasarkan tingkatan prestasi:
*   **Internasional**: 100
*   **Nasional**: 80
*   **Regional**: 60
*   **Provinsi**: 40
*   **Kabupaten/Kota**: 20

Selain itu, ada penilaian khusus untuk **Prestasi Hafidz/Hafidzah**:
*   **30 juz**: 100
*   **20 juz**: 80
*   **15 juz**: 60
*   **10 juz**: 40
*   **5 juz**: 20

Nilai dari prestasi ini kemudian akan digabungkan dengan komponen penilaian lainnya (nilai rapor, akreditasi sekolah, dan kriteria daerah asal) untuk mendapatkan nilai akhir.",answered,f,,google/gemini-2.5-pro
95a713f1-e96c-4bdb-afd1-e66f96fa2b4f,"Tentu, saya akan bantu jelaskan. Berdasarkan pedoman yang tersedia, berikut adalah jadwal her-registrasi (daftar ulang) dan tahapan penting untuk SPMB Mandiri Profesi Tahun Akademik 2026/2027:

**Jadwal Kegiatan Penting:**

*   **Daftar Ulang (Her-registrasi):**
    *   Tahap 1: 13 s/d 16 April 2026
    *   Tahap 2: 14 s/d 19 Mei 2026
*   **Bridging:** 5 Mei 2025
*   **PKKMB (Pengenalan Kehidupan Kampus bagi Mahasiswa Baru):** 27 – 31 Juli 2026
*   **Mulai Perkuliahan:** 3 Agustus 2026

**Tahapan Seleksi Kelulusan:**

Proses penentuan kelulusan SPMB Mandiri Profesi dilakukan melalui tiga tahap, yaitu:

1.  **Tahap 1: Kelengkapan Data Pendaftaran**
    *   Panitia akan memeriksa kelengkapan dokumen yang diunggah oleh pendaftar secara daring.
2.  **Tahap 2: Ujian CBT (Computer Based Test)**
    *   Peserta akan mengikuti ujian CBT secara daring dengan materi seputar keprofesian (Bidan atau Ners).
    *   Kelulusan pada tahap ini ditentukan berdasarkan ranking nilai tertinggi dari hasil ujian.
3.  **Tahap 3: Tes Kesehatan**
    *   Peserta yang lulus ujian CBT wajib mengikuti tes kesehatan yang diselenggarakan oleh tim Poltekkes Kemenkes Yogyakarta.
    *   Tes ini meliputi pemeriksaan fisik, tes bebas narkoba, dan tes tidak hamil (bagi pendaftar perempuan). Biaya tes kesehatan ini adalah Rp 600.000,-.

Seorang calon mahasiswa baru akan dinyatakan lulus dan diterima setelah berhasil melewati ketiga tahapan tersebut.",answered,f,,google/gemini-2.5-pro
ec858ff8-9b48-4f20-a9eb-21f2a73a578b,"Berdasarkan informasi dari Pedoman SPMB Mandiri Profesi 2026, syarat yang harus dipenuhi terkait kesehatan adalah:

1.  **Sehat Jasmani dan Rohani:** Calon mahasiswa harus sehat secara fisik, tidak buta warna, dan tidak memiliki kondisi fisik yang dapat mengganggu tugas sebagai tenaga kesehatan.
2.  **Tidak Hamil:** Khusus untuk pendaftar perempuan, ada syarat untuk tidak hamil. Pendaftar juga harus menandatangani surat pernyataan bersedia untuk tidak hamil selama mengikuti pendidikan.

Pemeriksaan kesehatan ini akan dilakukan pada tahap **uji kesehatan** yang merupakan bagian dari proses seleksi.",answered,f,,google/gemini-2.5-pro
19ffa771-b908-4798-bde3-1f5a50171127,"Berdasarkan informasi yang tersedia, pelaksanaan ujian CBT SPMB Mandiri Reguler SMA tahun akademik 2026/2027 adalah sebagai berikut:

*   **Waktu:** Rabu Pon, 17 Juni 2026 sampai dengan Sabtu Pon, 20 Juni 2026.
*   **Lokasi:** Gedung G Lantai 5 Poltekkes Kemenkes Yogyakarta.",answered,f,,google/gemini-2.5-pro
363cbf9d-6d8d-44ad-83cf-b4555a7bdbee,"Berdasarkan informasi yang diberikan, konsekuensi bagi peserta yang melanggar tata tertib saat ujian CBT SPMB adalah:

1.  Pelanggaran tersebut akan dicatat dalam **Berita Acara Pelaksanaan Ujian**.
2.  Peserta yang melanggar **tidak diperkenankan mengikuti ujian**.",answered,f,,google/gemini-2.5-pro
0e029dd7-6490-4abb-9b22-b10a0f66b84a,"Berdasarkan informasi dari Tata Tertib Ujian CBT SPMB Mandiri Reguler SMA 2026, peserta **dihimbau untuk tidak membawa barang berharga** yang tidak diperlukan untuk pelaksanaan ujian.

Seluruh barang-barang peserta, termasuk tas, akan dikumpulkan dan disimpan di tempat yang telah disediakan oleh panitia (ruang penitipan barang) sebelum memasuki ruang ujian. Oleh karena itu, untuk menghindari risiko kehilangan, sebaiknya barang berharga tidak dibawa ke lokasi ujian.",answered,f,,google/gemini-2.5-pro
abed83e7-f00a-401c-931f-85fba1f10c4e,"Berdasarkan informasi yang Anda berikan, tidak ada jadwal mengenai periode pengisian KRS (Kartu Rencana Studi) untuk semester genap.

Informasi yang tersedia hanya mencakup jadwal seleksi penerimaan mahasiswa baru (SPMB) untuk berbagai jalur (RPL, Reguler, Profesi, Prestasi), mulai dari pendaftaran hingga awal perkuliahan semester ganjil.",answered,f,,google/gemini-2.5-pro
77c746a5-da7f-46e8-985d-424e41baa05f,"Berdasarkan informasi yang tersedia dalam dokumen pedoman pendaftaran, tidak ada rincian mengenai daftar mata kuliah wajib untuk semester pertama Program Studi Keperawatan. Dokumen-dokumen tersebut hanya berfokus pada persyaratan dan mekanisme pendaftaran mahasiswa baru.

Untuk informasi mengenai kurikulum dan daftar mata kuliah, Anda dapat mengunjungi situs web resmi Program Studi Keperawatan Poltekkes Kemenkes Yogyakarta atau menghubungi bagian akademik secara langsung.",answered,f,,google/gemini-2.5-pro
a3fc2196-eeca-4ba3-b0a1-e0e3ad01daf6,"Berdasarkan informasi yang Anda berikan, tidak ada penjelasan mengenai ketentuan cuti akademik bagi mahasiswa aktif Poltekkes Kemenkes Yogyakarta.

Konteks yang tersedia hanya membahas tentang Seleksi Penerimaan Mahasiswa Baru (SPMB) melalui berbagai jalur (Mandiri Profesi, Mandiri Reguler, Prestasi, dan RPL), termasuk persyaratan, jadwal, dan mekanisme pendaftaran untuk calon mahasiswa baru.",answered,f,,google/gemini-2.5-pro
40a94cff-07aa-42b7-a549-136febbae9e5,"Mohon maaf, informasi mengenai prosedur pengajuan surat keterangan aktif kuliah tidak tersedia dalam konteks yang Anda berikan.

Dokumen yang tersedia hanya berisi informasi mengenai:
1.  **Pendaftaran Mahasiswa Baru (SPMB)** untuk Jalur Mandiri Sarjana Terapan (STR) RPL dan Program Profesi.
2.  **Persyaratan dan berkas** yang dibutuhkan untuk pendaftaran, seperti ijazah, transkrip, surat keterangan kerja, dan lain-lain.
3.  **Rincian biaya pendaftaran dan biaya kuliah (UKT)** untuk berbagai program studi.

Untuk mengetahui prosedur pengajuan surat keterangan aktif kuliah, Anda disarankan untuk menghubungi bagian administrasi akademik atau kemahasiswaan Poltekkes Kemenkes Yogyakarta secara langsung.",answered,f,,google/gemini-2.5-pro
836a26a1-988a-4d34-a016-774dabb80bfe,"Mohon maaf, informasi mengenai syarat pengajuan Kartu Tanda Mahasiswa (KTM) pengganti yang hilang tidak tersedia dalam konteks yang Anda berikan.

Dokumen yang tersedia hanya berisi informasi tentang Seleksi Penerimaan Mahasiswa Baru (SPMB) untuk jalur Mandiri RPL, Profesi, dan Prestasi.",answered,f,,google/gemini-2.5-pro
1140715b-1ab4-49c2-9e70-870e3c79496d,"Berdasarkan informasi yang tersedia dalam konteks yang Anda berikan, tidak ditemukan penjelasan mengenai prosedur atau cara mengajukan legalisir ijazah dan transkrip nilai bagi alumni.

Dokumen-dokumen tersebut hanya menyebutkan bahwa calon mahasiswa baru (yang merupakan alumni dari perguruan tinggi lain) perlu menyerahkan **fotokopi ijazah dan transkrip akademik yang telah dilegalisir** sebagai salah satu syarat pendaftaran. Ini berarti proses legalisir harus sudah dilakukan sebelumnya di perguruan tinggi asal masing-masing.

Untuk mengetahui prosedur legalisir yang berlaku di Poltekkes Kemenkes Yogyakarta, alumni disarankan untuk menghubungi langsung bagian administrasi akademik atau kemahasiswaan Poltekkes Kemenkes Yogyakarta.",answered,f,,google/gemini-2.5-pro
a6679b9f-5005-4fb8-9507-e040564410a4,"Mohon maaf, berdasarkan informasi yang Anda berikan, tidak terdapat data mengenai nomor telepon layanan informasi Poltekkes Kemenkes Yogyakarta. Informasi yang tersedia hanya berupa judul pedoman penerimaan mahasiswa baru.",answered,f,,google/gemini-2.5-pro
