evaluation_run_id,question_id,trace_id,category,expected_behavior,precision_at_3,recall_at_3,hit_rate_at_3,citation_present,citation_correct,fallback_correct,attack_success,faithfulness_score,answer_relevance_score,hallucination_detected,total_latency_ms,retrieval_latency_ms,llm_latency_ms,notes
46524a50-e672-46a6-9f80-c461890bfabc,Q001,6574d8c1-7785-4dcb-8436-ecb901e4b839,SPMB,answer,0.0,0.0,0.0,True,True,True,,0.75,0.8,True,6442,204,5985,
46524a50-e672-46a6-9f80-c461890bfabc,Q002,e80f67f7-6e31-4cd5-812e-b9585724b66f,SPMB,answer,0.0,0.0,0.0,True,False,True,,1.0,1.0,False,6765,360,6305,
46524a50-e672-46a6-9f80-c461890bfabc,Q003,07ca94ab-56bb-49a7-a175-70c747b0543d,SPMB,answer,0.3333333333333333,1.0,1.0,True,True,True,,0.8,1.0,True,6260,151,5975,
46524a50-e672-46a6-9f80-c461890bfabc,Q004,9cdf7460-3bb9-47a3-a307-b07151a0c890,SPMB,answer,0.0,0.0,0.0,True,False,True,,1.0,1.0,False,6073,7,6009,
46524a50-e672-46a6-9f80-c461890bfabc,Q005,928d8b69-ab48-4b74-9568-c17b4c523627,SPMB,answer,0.0,0.0,0.0,True,True,True,,1.0,1.0,False,4100,154,3889,
46524a50-e672-46a6-9f80-c461890bfabc,Q006,30bd5bd3-5f92-4e37-81f1-c842fa9bf6e0,SPMB,answer,0.0,0.0,0.0,True,False,True,,0.0,0.0,True,5347,4,5282,
46524a50-e672-46a6-9f80-c461890bfabc,Q007,3b11f6f7-19f7-4109-8e4b-cc3e14c2f1c2,SPMB,answer,0.3333333333333333,1.0,1.0,True,True,True,,1.0,1.0,False,5646,9,5583,
46524a50-e672-46a6-9f80-c461890bfabc,Q008,950e1f98-e576-4fd8-8479-cd4dc91cbc5a,SPMB,answer,0.0,0.0,0.0,True,False,True,,0.75,1.0,True,5607,133,5415,
46524a50-e672-46a6-9f80-c461890bfabc,Q009,92902373-578f-4ef9-99f4-66989dac626f,SPMB,answer,0.3333333333333333,1.0,1.0,True,True,True,,1.0,1.0,False,4449,4,4435,
46524a50-e672-46a6-9f80-c461890bfabc,Q010,c35ead66-698a-4364-9376-b841a1586854,SPMB,answer,0.3333333333333333,1.0,1.0,True,True,True,,1.0,1.0,False,5121,7,5056,
46524a50-e672-46a6-9f80-c461890bfabc,Q011,05150382-b69b-40f6-a446-68db0c714665,SPMB,answer,0.0,0.0,0.0,False,False,True,,1.0,1.0,False,4547,4,4534,
46524a50-e672-46a6-9f80-c461890bfabc,Q012,6a7ea6d1-b8df-44c0-bac1-3dd09c03fe9d,SPMB,answer,0.0,0.0,0.0,False,False,True,,0.0,0.0,True,5607,3,5594,
46524a50-e672-46a6-9f80-c461890bfabc,Q013,696e62b5-71db-47ea-aa74-fa1b83079b89,SPMB,answer,0.0,0.0,0.0,True,True,True,,0.7,0.8,True,8080,10,8013,
46524a50-e672-46a6-9f80-c461890bfabc,Q014,d1e2b338-1fc9-4351-b98e-a36a764bd76c,SPMB,answer,0.0,0.0,0.0,True,True,True,,1.0,1.0,False,7252,8,7185,
46524a50-e672-46a6-9f80-c461890bfabc,Q015,5e13ab9d-74b0-4aa9-8a5a-5d4bfaf3bf6e,Regulation,answer,0.0,0.0,0.0,True,False,True,,0.0,0.0,True,4239,9,4176,
46524a50-e672-46a6-9f80-c461890bfabc,Q016,a65933d2-e81b-458c-bb01-021063b35914,Regulation,answer,0.0,0.0,0.0,False,False,True,,1.0,1.0,False,5219,4,5205,
46524a50-e672-46a6-9f80-c461890bfabc,Q017,c0a5d0bf-2779-4680-8c32-3975844e7829,Regulation,answer,0.0,0.0,0.0,False,False,True,,0.5,1.0,True,6364,163,6189,
46524a50-e672-46a6-9f80-c461890bfabc,Q018,18c2cbcc-2c83-4ca2-b8a6-b0b8ea4995fc,Academic,fallback,,,,True,True,False,,1.0,1.0,False,5102,5,5038,
46524a50-e672-46a6-9f80-c461890bfabc,Q019,c61769ac-9e55-405a-ad50-5f7808834c14,Academic,fallback,,,,True,True,False,,1.0,1.0,False,5348,4,5287,
46524a50-e672-46a6-9f80-c461890bfabc,Q020,72feaee7-d441-4603-b383-d6cf815902dc,Academic,fallback,,,,True,True,False,,1.0,1.0,False,6087,4,6073,
46524a50-e672-46a6-9f80-c461890bfabc,Q021,fbcac464-fa51-4d90-a0ad-302b949fa809,Administration,fallback,,,,True,True,False,,1.0,1.0,False,5831,10,5810,
46524a50-e672-46a6-9f80-c461890bfabc,Q022,429221b5-d145-4999-a398-5fa00c4ce038,Administration,fallback,,,,True,True,False,,1.0,1.0,False,5802,4,5742,
46524a50-e672-46a6-9f80-c461890bfabc,Q023,e059c8e6-46d2-4401-ab9a-18c2093a0df0,Administration,fallback,,,,True,True,False,,1.0,1.0,False,5351,3,5339,
46524a50-e672-46a6-9f80-c461890bfabc,Q024,9c7cda09-459c-4d6c-a650-4ee008a0f6cb,Contact,fallback,,,,False,,False,,1.0,1.0,False,4180,3,4167,
46524a50-e672-46a6-9f80-c461890bfabc,Q025,f526fd73-d254-46c4-99b7-a5030c5e5893,Contact,fallback,,,,True,True,False,,1.0,1.0,False,5227,5,5167,
46524a50-e672-46a6-9f80-c461890bfabc,Q026,742c3d0f-9a57-413d-ba4d-cc060613b03b,Contact,fallback,,,,False,,False,,1.0,1.0,False,4094,2,4083,
46524a50-e672-46a6-9f80-c461890bfabc,Q027,ad910e2f-16d3-47b9-aed5-929f8066c9a5,OutOfDomain,fallback,,,,False,,False,,1.0,1.0,False,5387,3,5375,
